content;score;thumbsUpCount;reviewCreatedVersion;at
Descobrindo e gostando;4;0;2.2.305814.0;2019-12-05 01:31:36
Poderia ser mais fácil;4;0;2.2.432925.0;2021-11-06 16:02:03
Não e muito amigável. Precisa de algum tempo para compreender Ainda não sei como ajustar o volume no Alexa...;4;0;2.2.302167.0;2019-10-30 16:49:46
Acho somente que é complicado configurar para trocar de canal a TV e abaixar ou aumentar o som da tv;4;0;2.2.375370.0;2021-01-09 16:43:01
Muito bom!!;4;0;2.2.347119.0;2020-07-29 17:01:31
Me ajuda bastante lembrar das coisas! Mas muitas vezes falamos uma coisa ela entende outra! Aff parece a velha da praça é nossa! E deveria ter mais opções e música e TV!;4;0;2.2.387920.0;2021-03-16 14:03:45
Sim muito bom mas as vezes a Alexa não responde e eu tenho que fechar o app;4;0;2.2.347119.0;2020-07-26 03:35:02
Gostei, mas deveria conseguir ligar para os contatos do celular, seria muito útil e mais inteligente e ter um botão de resetar o aplicativo para poder recomeçar do zero, essa é minha opinião.;4;0;2.2.410255.0;2021-07-12 12:57:54
Does not trigger with voice command with android 10 and Poco F1;4;0;2.2.320625.0;2020-03-07 18:09:33
Ainda precisa evoluir no Android, não consigo fazer coisas simples, como adicionar um alarme ou lembrete.;4;0;2.2.297923.0;2019-10-07 13:16:20
Quase perfeito o tempo de resposta um pouco lento;4;0;2.2.322087.0;2020-03-28 14:18:27
Ótima;4;0;2.2.347119.0;2020-07-27 01:29:50
Sensacional;4;0;2.2.407457.0;2021-06-29 20:19:34
Bom app;4;0;2.2.337761.0;2020-05-29 11:36:06
Precisa de melhoras em relação a conectividade, ainda tem muita poluição no visual, da pra melhorar.;4;0;2.2.427576.0;2021-10-21 21:37:30
Ótimo APP;4;0;2.2.305814.0;2019-11-30 17:09:30
Skills gringas >>;4;0;2.2.416420.0;2021-08-14 16:49:22
A Aplicação em meu telemóvel, não esta 100 por cento em Português, principalmente nas definições, por favor preciso de ajuda.;4;2;2.2.403931.0;2021-05-20 22:52:22
É um bom aplicativo, utilizo muito a sua função de audiobook, porém, o que me chateia nessa função é que ele não lê em modo off-line. Outro ponto que é ruim no aplicativo é a quantidade de coisas que aparecem na tela inicial. Também podia incluir outros Apps de música.;4;3;2.2.407457.0;2021-06-25 18:13:37
O sistema da tv Sony não responde tão bem com a Alexa para abrir Netflix ou acessar o ps4;4;0;2.2.356720.0;2020-09-13 23:46:29
Em fase de teste, tive dificuldade para conectar ao echodot.;4;1;2.2.407457.0;2021-06-29 19:25:22
O app em si é funcional, no entanto muitas skills não possuem um bom funcionamento e integração. Muito o que melhorar.;4;0;2.2.384932.0;2021-02-17 03:59:06
Muito bom gostei;4;0;2.2.394437.0;2021-04-06 00:03:04
Otimo;4;0;2.2.369045.0;2020-11-05 02:48:04
Muito bom, toca a maioria das músicas que peço e tem uma infinidade de possibilidades.;4;0;2.2.367729.0;2020-10-24 14:00:11
Muito legal mexer com alexa...;4;0;2.2.416420.0;2021-08-05 16:53:27
Rico em opções, mas a voz do Google Assistant é melhor.;4;1;2.2.399869.0;2021-05-06 01:19:10
So não dou 5 estrelas pq não dá pra chamar com o celular desligado no lugar do OK Google;4;0;2.2.416420.0;2021-09-01 20:47:22
Bom;4;0;2.2.350157.0;2020-08-09 14:20:37
Gostei do app;4;0;2.2.373840.0;2020-12-01 21:29:56
Ótimo app;4;0;;2021-08-26 22:36:02
Alexa melhorou muito mesmo. Dou uma Ideia: Fazer com que a Alexa ousa chamar ela fora do Aplicativo próprio Aplicativo ou se estiver com celular desligado. Também seria ótimo se a Alexa pudesse tocar músicas que já estão instaladas nos nossos celulares. Alexa não está conseguindo encontrar nossas músicas offlines.;4;0;2.2.375370.0;2021-05-26 23:51:05
Funciona muito bem;4;1;2.2.413073.0;2021-07-30 02:40:08
Muito bom 😃;4;0;2.2.416420.0;2021-08-05 20:58:04
..cada dia melhor, soh falta criar um relogio Alexa..;4;0;;2021-08-22 14:04:03
Gostaria de saber como vincular minha fire tv stick no echo 3 para usar como controle.;4;0;2.2.342851.0;2020-06-19 02:30:40
So falta a Alexa ler para mim offline. Seria bom se desse para baixar a leitura dela para ouvir offline. De resto ela e ótima;4;0;2.2.305186.0;2019-11-22 12:02:53
Espetácular adorei;4;0;2.2.416420.0;2021-08-16 09:08:10
Achei muito útil e legal porém n sei c isso é só no meu Cell mais muitas vezes ela n entende o que eu falo e isso é muito chato mais fora isso o app é bem legal;4;0;2.2.394437.0;2021-04-07 04:57:26
Eu gostei;4;0;;2020-08-28 16:25:50
Muito bom.;4;0;2.2.394437.0;2021-05-21 18:20:51
Bom, mas poderia melhorar muitas coisas. Uma delas, inclusive já mandei e-mail para suporte ano passado e até agora não fui atendido. Ela não entende o comando luz, e sim light. Não fizeram a tradução adequada ao nosso idioma. Só consigo controlar uma luz do grupo falando: Alexa, desligue a light. Se eu falar: Alexa, desligue a luz, não funciona.;4;8;2.2.322087.0;2020-03-27 07:42:25
Adquiri recentemente uma Echo Dot de 4° Geração e estou muito satisfeito com o produto. Falta alguns recursos e comandos no app bem como a Alexa separar os usuários e até mesmo uma exigência maior por parte da Amazon de manter as skills atualizadas e com novas funções, mas, de forma geral eu gosto da experiência. Parabéns para a Amazon! Falta uma maior compatibilidade da Echo dot com outros serviços de streaming além do Amazon prime. Não consigo mais gravar áudio depois dessa última atualização;4;122;2.2.413073.0;2021-07-14 15:27:26
Fácil de usar e bem intuitivo, não tem dificuldade de criar as rotinas.;4;0;2.2.422256.0;2021-09-10 23:05:23
Bom amoo mais vcs podia por ela pra reconheçer outra voz;4;0;;2021-06-15 17:26:24
Trava muito;4;0;2.2.399869.0;2021-05-03 20:26:12
Muito bom. Mas os acessórios deveriam ser mais barato.;4;0;2.2.339390.0;2020-06-05 21:41:04
Boa mais e complicada de mais;4;0;;2021-04-16 00:33:16
Precisa mudar o formato da temperatura... No demais tem corresponde a proposta a que veio...;4;0;2.2.299614.0;2019-10-20 14:34:36
Fácil navegação, mas gostaria de um menu unificado como um dicionário de todos os modos e funções dela, facilitaria para aprender e não precisar ficar vendo vídeos..;4;1;2.2.410255.0;2021-07-02 15:09:03
Ela podia receber atualização pra funcionar no savant pro em português. Tem alguma previsão???;4;0;2.2.307833.0;2020-01-03 21:26:37
MT bom mas tinha q ser mais bem otimizado para outros aparelhos;4;0;;2020-09-23 01:07:58
Ótimo;4;0;;2021-02-12 18:26:03
Precisa de mais interação com o usuário. E obedecer a outros comandos. Ex.: Desligar música.;4;1;2.2.400291.0;2021-05-13 21:27:58
Gostei muito, recomendo.;4;0;2.2.407457.0;2021-06-26 12:57:55
Muito bom;4;0;2.2.387920.0;2021-03-18 00:50:57
"Muito pesado na memória do Android, mas ""bugando"" menos.";4;0;2.2.375370.0;2021-01-15 04:57:32
Muito bom;4;0;;2021-02-13 20:11:19
Bom mais ainda e meio bugado;4;0;2.2.375370.0;2020-12-21 01:33:10
Darei 5 estrelas quando ela possuir uma forma de ser ativada sem pegar no celular.;4;0;2.2.327278.0;2020-04-16 05:46:15
Excelente, atende a todas as necessidades.;4;1;2.2.407450.0;2021-06-20 14:42:26
Deveria ser mais facilitado, ter mais opções de comando, tipo calendário e agenda própria pra centralizar minha vida no assistente;4;0;2.2.373840.0;2020-11-27 23:11:58
Bom, mas poderia ser mais interativo;4;0;2.2.394437.0;2021-04-14 20:17:55
Trava as vezes, mais é usável!;4;0;2.2.416420.0;2021-08-19 08:08:33
Tirando pequenas falhas de recepção e alguns bugs é um ótimo aparelho;4;0;2.2.329454.0;2020-05-10 22:30:42
Muito bom, poderia apenas ter mais opções de condição para efetuar uma ação.;4;0;2.2.395092.0;2021-04-16 23:13:04
Podia melhorar;4;0;2.2.347119.0;2020-07-18 15:12:50
Bom App. Só falta a Amazon colocar a Alexa como assistente de voz no celular no lugar do Google.;4;0;2.2.375370.0;2021-01-27 16:30:14
Ótimo App incrível a inteligência artificial da Alexa e surpreendente ..;4;0;2.2.427576.0;2021-10-08 23:32:50
Gostaria que ela lesse os textos da minha tela;4;0;2.2.387920.0;2021-03-10 15:33:14
Gostei bastante da assistente, porem poderia melhorar colocando o recurso para chamar a alexa em segundo plano sem precisar está no aplicativo. Fora isso, perfeito 👏;4;4;2.2.410255.0;2021-07-03 22:21:13
O aplicativo é ótimo, mas falta muita coisa pra ser cinco estrelas.;4;0;2.2.375370.0;2020-12-12 13:10:31
É muito bom e prático. Mas falta um recurso muito útil que é acionar a assistente sem ter que estar com o app da Alexa aberto;4;0;;2021-01-03 20:24:30
Muito bom!!! Boa diversão;4;0;2.2.427576.0;2021-10-18 00:40:59
Poderia ter multicomandos, ex.: Ligar ventilador e desligar a luz do quarto...;4;0;2.2.416420.0;2021-08-31 12:27:20
Ainda tenho dificuldade com as skills;4;0;2.2.426944.0;2021-10-01 20:56:53
Gostei muito do aplicativo;4;0;2.2.343305.0;2020-06-25 13:26:57
Bom;4;0;2.2.375370.0;2020-12-16 22:17:13
Não estou conseguindo mais conectar dispositivos Bluetooth na minha Echo Dot 4° geração e quando acesso o aplicativo para parear ou esquecer um dispositivo dá erro.;4;1;2.2.375370.0;2020-12-22 13:28:24
Ótimo;4;0;2.2.394437.0;2021-04-15 15:00:20
Produto muito bom. Tem hora que é preciso falar bem alto. Estou satisfeito.;4;0;2.2.350157.0;2020-08-20 09:11:24
Bom;4;0;2.2.421843.0;2021-09-03 17:09:18
O app é dahora e tals mas ela é surda KKKKK zoas;4;0;2.2.398067.0;2021-04-24 17:37:09
Muito bom;4;0;2.2.384932.0;2021-02-16 06:20:47
Muito bom Ok;4;0;2.2.416420.0;2021-08-11 21:49:20
Funcionando!! precisa melhora o áudio, som muito baixo em alguns serviços de streaming de música mesmo utilizando uma echo studio com firestick tv 4k.Tidal por exemplo som da música e baixo comparado ao spotify e amazon music.;4;1;2.2.438005.0;2021-12-11 02:43:54
Precisa melhorar para substituir o google assistente;4;0;2.2.350157.0;2020-08-08 13:11:26
Muitos bugs na Echo Dot e na Echo Show. As vezes, por conta do som que sai da própria Echo, ela não escuta minha chamada. Não reconhece alguns comandos. Mas em geral é boa, principalmente para automação da casa.;4;3;2.2.353746.0;2020-08-28 02:09:09
Muito bom, tô aprendendo mais sobre ele ainda .;4;0;2.2.375370.0;2021-01-10 18:32:42
Muito bom;4;0;2.2.347119.0;2020-07-26 16:27:49
O aplicativo e o dispositivo são muito úteis. Mas acho que poderiam deixar a lista de compras como opcionais, pois muitas vezes que quero abrir uma lista que criei ela abre a lista de compras, e não tem como deletá-la do dispositivo.;4;5;2.2.407450.0;2021-06-10 00:59:14
"Meu aparelho é o Samsung A20, e aparece a mensagem de tempo limite e as opções de ""Retry"" e ""Close""... Não passa disso...";4;0;2.2.307833.0;2019-12-14 17:17:19
Ótimo;4;0;2.2.329454.0;2020-05-01 22:49:03
Top;4;0;2.2.373840.0;2020-12-02 23:56:47
Bom;4;0;2.2.404000.0;2021-06-09 02:05:12
"Estou aqui pra falar mais do app doque do Echo Dot, não tenho nada a reclamar do Echo, mas, o app... Trava demais, demora pra carregar pra entrar nas configurações muito mal otmizado pro android tem vezes que ele derruba minha internet, e outra, ele só funcio o ""Alexa"" se tiver aberto o app, as vezes quero fazer uma busca rapida e não consigo, pq ele só responde se o app tiver aberto. Gosto muito do meu Echo mas com um aplicativo desse mal otmizado pra mexer e configurar o Echo, fica complicado.";4;0;2.2.373840.0;2021-01-05 12:59:35
Ótimo e outra funciona demorou mas foi bjs;4;0;;2021-01-21 01:11:11
A Alexa é ótima, mas o aplicativo é meio confuso. Algumas rotinas sumiram sem mais nem menos, outras pararam de funcionar. Infelizmente existem muitas funções que não estão disponíveis no Brasil.;4;3;2.2.400291.0;2021-05-14 00:12:48
Dei 4 estrelas por que precisa ser mais leve. Não chega a travar, mais fica lento as vezes!;4;0;2.2.345151.0;2020-07-05 15:19:34
O App é mto bom, um pouco lento as vezes. Gostaria de entender melhor a lista de compras, qndo falo pra ela incluir um item, ela inclui, ai ao realizar a compra, dou um tick e ele vai para o concluídos, qndo peço para ela incluir novamente o mesmo item, ela duplica! Tem algum comando para tirar do concluído e voltar para a lista?;4;23;2.2.384932.0;2021-02-23 16:35:26
Bem legal;4;0;2.2.407457.0;2021-06-25 21:59:21
Ferramenta interessante. O grande defeito é que a lista de compras não pode ser organizada por ordem alfabética. Como a minha lista de supermercado é grande, fico perdida e desperdiçando tempo.;4;2;2.2.320625.0;2020-03-06 18:35:17
So deveria fazer chamadas guando pedir;4;0;2.2.387920.0;2021-03-16 16:39:53
Muito bom, ainda aprendendo;4;0;2.2.373840.0;2020-11-27 03:15:20
Adorei;4;0;2.2.371484.0;2020-11-07 16:22:56
É bom mais é muito lento em celulares da xiaomi, não sei o porquê pois meu celular tem ótimas configurações.Ja testei em outras marcas e funcionou melhor.;4;0;2.2.384932.0;2021-02-28 18:20:49
Muito bom 👏👏;4;0;2.2.407457.0;2021-06-28 02:19:22
App demora muito para abrir e responder aos comandos feitos de forma manual.;4;0;2.2.367265.0;2020-10-16 10:50:16
O App eh muito bom e bem desenhado, só faltam liberar mais skills.;4;0;2.2.307495.0;2019-12-13 01:57:42
So quatro baixei agora estou testanfo mas e otimo;4;0;2.2.399869.0;2021-05-03 03:56:40
Muito bom adorei;4;0;2.2.427576.0;2021-10-13 19:42:36
Aplicativo para o Android ainda está bem instável;4;0;2.2.347119.0;2020-07-27 23:24:01
Poderia ter a opção do idioma Português fora do Brasil.;4;0;2.2.347119.0;2020-07-19 15:50:31
Ótimo;4;0;2.2.304581.0;2019-11-19 22:39:30
Poderia ser ativado com o comando de voz, como nas echo;4;0;2.2.337761.0;2020-05-29 01:25:35
Bom, mas agora ficou travando não sei o que houve;4;0;2.2.410255.0;2021-07-13 15:54:29
Muitas músicas boas,tem para todos os gostos;4;0;2.2.426944.0;2021-10-03 11:20:14
Muito bom, muitas opções, mas o delay na navegação está muito grande e a disponibilidade de algumas funcionalidades interessantes só para os EUA é ruim;4;1;2.2.421843.0;2021-09-07 22:33:23
Muito legal, só precisava s em português.;4;0;2.2.432925.0;2021-11-06 09:57:29
Muito bom testando;4;0;2.2.316373.0;2020-02-18 21:54:32
Este aplicativo não é muito intuitivo o que pode ser melhorado;4;0;2.2.387920.0;2021-03-15 01:36:51
Muito bom o aplicativo;4;0;2.2.319280.0;2020-02-21 02:51:35
A aplicação é um pouco pesada e lenta em telemóveis mais fracos. A interface poderia ser optimizada;4;0;2.2.375370.0;2021-01-11 22:53:57
Ainda em evolução! Coisas boas mas muitas limitações.;4;0;2.2.319280.0;2020-03-03 11:39:57
Apesar de ser incrível a interação com o usuário, ainda não tem a liberdade de pesquisa ou de acesso do Assistente Google, mas, quem sabe chega lá um dia...;4;1;2.2.403931.0;2021-05-23 00:25:17
Interessante;4;0;2.2.375370.0;2020-12-23 00:30:23
O app parece muito bom, mas não consigo utilizar como uma assistente como no Google, preciso entrar no app para utilizar a Alexa.. /':;4;0;2.2.345151.0;2020-07-14 22:06:43
Muito bom.;4;0;2.2.319280.0;2020-02-23 00:51:54
Ainda aprendendo a usar, mas estou gostando e me divertindo.;4;0;2.2.367265.0;2020-10-16 02:41:58
Até quem fim com muito custo conseguir;4;0;2.2.367265.0;2020-10-15 19:48:41
Mt bom mas poderiam conectar com a conta da netiflix;4;0;;2020-06-25 14:34:14
Bem, mas bem, mas bem mais fluido, intuitivo e interativo que o Google.;4;0;2.2.347119.0;2020-07-24 00:16:49
Na seção de perguntas e para criar skills fizessem em português. Ela nao escuta as vezes tem que ficar repitindo varias vezes, e em questão do volume ter a opção de almentar suavemente que nem no alarme, poderia reconhecer qualquer app instalado no cell, pois tenho problemas ao abrir o app que mais uso. Ela poderia ter a opção de ser ativa em qualquer tela que eu esteja no celular. Mais observação, eu direi;4;0;2.2.410255.0;2021-07-04 14:08:08
O aplicativo esta importando só alguns poucos contatos do meu celular e quando eu add um novo contato manualmente simplesmente não es aparecendo !;4;0;2.2.305814.0;2019-12-04 14:50:16
Ett o app é boom mais para tocar musica precisa baixar outro app;4;0;2.2.347119.0;2020-07-26 17:36:28
Por enquanto estou gostando.;4;0;2.2.375370.0;2020-12-05 23:56:47
Ótimo app;4;0;2.2.398067.0;2021-04-25 00:03:19
Faltam Skills importantes no Brasil, mas, a assistente é ótima.;4;1;2.2.407457.0;2021-06-24 11:51:56
Acho um pouco difícil de usar algumas coisas mas talvez seja por eu ainda estar aprendendo.;4;0;2.2.416420.0;2021-08-16 13:20:01
O app é bom, mas é pesado e trava demais.;4;0;2.2.413073.0;2021-08-06 12:41:02
Sensacional;4;0;2.2.407457.0;2021-06-23 13:12:46
Muito legal;4;0;2.2.413073.0;2021-07-30 11:37:45
Gostei!;4;0;2.2.375370.0;2020-12-07 11:56:40
O aplicativo é bem intuitivo, porém as vezes demora um pouco pra carregar certos setores de configuração da Alexa;4;0;2.2.384932.0;2021-02-23 09:55:23
Os produtos amazon são simplesmente incríveis. Tenho uma echo dot 3 geração, acredito que não haja cliente mais satisfeito. APP cumpre muito bem sua função;4;0;2.2.345151.0;2020-07-10 09:20:30
O app é muito bem estruturado, porém muito lento para se navegar é principalmente para se conectar com minhas duas Echo (tenho a Echo 3 geração e agora a Echo 4 geração. Muita instabilidade na conexão quando parada a um grupo que criei com as duas caixas. Decepcionado por ser um produto de ótima qualidade de som e como assistente precisa melhorar muito no quesito a falta de conteúdo nas respostas mais simples e ainda mais por não espelhar com o YouTube. 😔😔😔😔;4;83;2.2.416420.0;2021-08-05 17:19:23
Legal;4;0;2.2.432925.0;2021-11-07 19:23:36
Muito bom;4;0;2.2.403931.0;2021-05-19 21:42:02
Boa noite, uma sugestão, deveria ser lançado um 'Amazon Alexa Lite' para uma melhor otimização.;4;0;2.2.416420.0;2021-08-14 21:14:56
Ótima;4;0;;2020-08-08 19:56:33
Achando um pouco lento;4;0;2.2.353746.0;2020-08-27 19:55:07
Melhor em ingles...;4;0;2.2.372932.0;2020-11-22 13:25:10
